chr	start
chr21	37771602
chr21	37771614
chr21	37771624
chr21	37771626
chr21	37771630
chr21	37776763
chr21	37776796
chr21	37776802
chr21	37776819
chr21	37776826
chr21	37776882
chr21	37776890
chr21	37776921
chr21	37776952
chr21	37776959
chr21	37781679
chr21	37781719
chr21	37781729
chr21	37788090
chr21	37788114
chr21	37788120
chr21	37788146
chr21	37788168
chr21	37788176
chr21	37788184
chr21	37793061
chr21	37793068
chr21	37794119
chr21	37794285
chr21	37794306
chr21	37794411
chr21	37794456
chr21	37794469
chr21	37794557
chr21	37795355
chr21	37795377
chr21	37795480
chr21	37807632
chr21	37807639
chr21	37807694
chr21	37807796
chr21	37816632
chr21	37816647
chr21	37816677
chr21	37816775
chr21	37822594
chr21	37826285
chr21	37826387
chr21	37826424
chr21	37832558
chr21	37832607
chr21	37832623
chr21	37832660
chr21	37832702
chr21	37834068
chr21	37834094
chr21	37834154
chr21	37859444
chr21	37859472
chr21	37859533
chr21	37859561
chr21	37859573
chr21	37859577
chr21	37864708
chr21	37864717
chr21	37864725
chr21	37864733
chr21	37864795
chr21	37870066
chr21	37870099
chr21	37870118
chr21	37881572
chr21	37881593
chr21	37881863
chr21	37881955
chr21	37881980
chr21	37881987
chr21	37906492
chr21	37906502
chr21	37906503
chr21	37906524
chr21	37906525
chr21	37906616
chr21	37914452
chr21	37914504
chr21	37914508
chr21	37914513
chr21	37914541
chr21	37914551
chr21	37914561
chr21	37914616
chr21	37914667
chr21	37914668
chr21	37914753
chr21	37914757
chr21	37920414
chr21	37920609
chr21	37921617
chr21	37921634
chr21	37921727
chr21	37948809
chr21	37948909
chr21	37948926
chr21	37953858
chr21	37953933
chr21	37965408
chr21	37965424
chr21	37977869
chr21	37977969
chr21	38009361
chr21	38022432
chr21	38022513
chr21	38022985
chr21	38022998
chr21	38023015
chr21	38023136
chr21	38023140
chr21	38025106
chr21	38025239
chr21	38025256
chr21	38033138
chr21	38033142
chr21	38033144
chr21	38033154
chr21	38033198
chr21	38033243
chr21	38035319
chr21	38035355
chr21	38035358
chr21	38050549
chr21	38050656
chr21	38050702
chr21	38064114
chr21	38064454
chr21	38064474
chr21	38065955
chr21	38065971
chr21	38065980
chr21	38066015
chr21	38066047
chr21	38066089
chr21	38066093
chr21	38066098
chr21	38066112
chr21	38068492
chr21	38068496
chr21	38068501
chr21	38068512
chr21	38068582
chr21	38068594
chr21	38068602
chr21	38068608
chr21	38068615
chr21	38068619
chr21	38068648
chr21	38068650
chr21	38068661
chr21	38068763
chr21	38068770
chr21	38068773
chr21	38068806
chr21	38068860
chr21	38068894
chr21	38068902
chr21	38068931
chr21	38069366
chr21	38069382
chr21	38069417
chr21	38073074
chr21	38073093
chr21	38073102
chr21	38073125
chr21	38073131
chr21	38073171
chr21	38073181
chr21	38073183
chr21	38073188
chr21	38073197
chr21	38073218
chr21	38073220
chr21	38073237
chr21	38073240
chr21	38073246
chr21	38074179
chr21	38074183
chr21	38074233
chr21	38074264
chr21	38074307
chr21	38074317
chr21	38074336
chr21	38077665
chr21	38077671
chr21	38077673
chr21	38077676
chr21	38077684
chr21	38077735
chr21	38079128
chr21	38079203
chr21	38079273
chr21	38081025
chr21	38081081
chr21	38081091
chr21	38081100
chr21	38081110
chr21	38081119
chr21	38081164
chr21	38081187
chr21	38081193
chr21	38081198
chr21	38081200
chr21	38081224
chr21	38081232
chr21	38082152
chr21	38082190
chr21	38082192
chr21	38082198
chr21	38082215
chr21	38082222
chr21	38087007
chr21	38087025
chr21	38087026
chr21	38087144
chr21	38094241
chr21	38094264
chr21	38098119
chr21	38098142
chr21	38098168
chr21	38098174
chr21	38098275
chr21	38101981
chr21	38102064
chr21	38102079
chr21	38143242
chr21	38143246
chr21	38143258
chr21	38143280
chr21	38143286
chr21	38143295
chr21	38143302
chr21	38143715
chr21	38143929
chr21	38143976
chr21	38144021
chr21	38144025
chr21	38144027
chr21	38144037
chr21	38144065
chr21	38144070
chr21	38144097
chr21	38148994
chr21	38149004
chr21	38149010
chr21	38157358
chr21	38157361
chr21	38157367
chr21	38157440
chr21	38157473
chr21	38157509
chr21	38157533
chr21	38157543
chr21	38157550
chr21	38157632
chr21	38157650
chr21	38157656
chr21	38157668
chr21	38157694
chr21	38157752
chr21	38200073
chr21	38200175
chr21	38200207
chr21	38222037
chr21	38222158
chr21	38254304
chr21	38254320
chr21	38254348
chr21	38254353
chr21	38254357
chr21	38254378
chr21	38254398
chr21	38254409
chr21	38254506
chr21	38254513
chr21	38254568
chr21	38254576
chr21	38259355
chr21	38259523
chr21	38259587
chr21	38264626
chr21	38264638
chr21	38264640
chr21	38264655
chr21	38264675
chr21	38264709
chr21	38264761
chr21	38272125
chr21	38272129
chr21	38272178
chr21	38272187
chr21	38283905
chr21	38283973
chr21	38283980
chr21	38283997
chr21	38284003
chr21	38284005
chr21	38284027
chr21	38284035
chr21	38284043
chr21	38287907
chr21	38287925
chr21	38287926
chr21	38288026
chr21	38288724
chr21	38288726
chr21	38288745
chr21	38300427
chr21	38300596
chr21	38305775
chr21	38305799
chr21	38305805
chr21	38305846
chr21	38305926
chr21	38306383
chr21	38306414
chr21	38306529
chr21	38306530
chr21	38306537
chr21	38312070
chr21	38312073
chr21	38312096
chr21	38312131
chr21	38312132
chr21	38312143
chr21	38312144
chr21	38312206
chr21	38319426
chr21	38319463
chr21	38326270
chr21	38326331
chr21	38326371
chr21	38326403
chr21	38326434
chr21	38328954
chr21	38328978
chr21	38328984
chr21	38329016
chr21	38329024
chr21	38329108
chr21	38329121
chr21	38329180
chr21	38330153
chr21	38330177
chr21	38330183
chr21	38330185
chr21	38330198
chr21	38330223
chr21	38330228
chr21	38330249
chr21	38330253
chr21	38330255
chr21	38330265
chr21	38330293
chr21	38330323
chr21	38330354
chr21	38335783
chr21	38335787
chr21	38335789
chr21	38335799
chr21	38342168
chr21	38346040
chr21	38346048
chr21	38346061
chr21	38346118
chr21	38347997
chr21	38355859
chr21	38355863
chr21	38355875
chr21	38355908
chr21	38355919
chr21	38355933
chr21	38372335
chr21	38372399
chr21	38372438
chr21	38372454
chr21	38372463
chr21	38372470
chr21	38373909
chr21	38374037
chr21	38377732
chr21	38377762
chr21	38377798
chr21	38377836
chr21	38377838
chr21	38377855
chr21	38377916
chr21	38378635
chr21	38378649
chr21	38378655
chr21	38378715
chr21	38378731
chr21	38378747
chr21	38379748
chr21	38379770
chr21	38379778
chr21	38379785
chr21	38379795
chr21	38379802
chr21	38379906
chr21	38379929
chr21	38379943
chr21	38379999
chr21	38380001
chr21	38380080
chr21	38380109
chr21	38380110
chr21	38380144
chr21	38380222
chr21	38380268
chr21	38380982
chr21	38380989
chr21	38381006
chr21	38381036
chr21	38381082
chr21	38381088
chr21	38381125
chr21	38381150
chr21	38381179
chr21	38381214
chr21	38383988
chr21	38383992
chr21	38383994
chr21	38384004
chr21	38384032
chr21	38384037
chr21	38384041
chr21	38384062
chr21	38384069
chr21	38387935
chr21	38391289
chr21	38391333
chr21	38391336
chr21	38391380
chr21	38391424
chr21	38391456
chr21	38408975
chr21	38408982
chr21	38408990
chr21	38409085
chr21	38409099
chr21	38409110
chr21	38423683
chr21	38423736
chr21	38443289
chr21	38443313
chr21	38443329
chr21	38454356
chr21	38454367
chr21	38454387
chr21	38454401
chr21	38454414
chr21	38454461
chr21	38547490
chr21	38547497
chr21	38547509
chr21	38547514
chr21	38547522
chr21	38547536
chr21	38547552
chr21	38548055
chr21	38548112
chr21	38548166
chr21	38575968
chr21	38575972
chr21	38575974
chr21	38575984
chr21	38576012
chr21	38576021
chr21	38576028
chr21	38576073
chr21	38580803
chr21	38580813
chr21	38593213
chr21	38593233
chr21	38593244
chr21	38593273
chr21	38593285
chr21	38593324
chr21	38597910
chr21	38603219
chr21	38603233
chr21	38603259
chr21	38603286
chr21	38604346
chr21	38604371
chr21	38604377
chr21	38647518
chr21	38647529
chr21	38647577
chr21	38647622
chr21	38647626
chr21	38653551
chr21	38653592
chr21	38653626
chr21	38657506
chr21	38657522
chr21	38696586
chr21	38696635
chr21	38696640
chr21	38696644
chr21	38711564
chr21	38711685
chr21	38739078
chr21	38739083
chr21	38739084
chr21	38739088
chr21	38739089
chr21	38739091
chr21	38739092
chr21	38739127
chr21	38739128
chr21	38739134
chr21	38739135
chr21	38739138
chr21	38739139
chr21	38739172
chr21	38739181
chr21	38739184
chr21	38739191
chr21	38739193
chr21	38739196
chr21	38739206
chr21	38740192
chr21	38740201
chr21	38740219
chr21	38740223
chr21	38740227
chr21	38740300
chr21	38740312
chr21	38740334
chr21	38740337
chr21	38866260
chr21	38879709
chr21	38879817
chr21	38889410
chr21	38889421
chr21	38891529
chr21	38918758
chr21	38918771
chr21	38918785
chr21	38918817
chr21	38926769
chr21	38926782
chr21	38926831
chr21	38926835
chr21	38936444
chr21	38936466
chr21	38936483
chr21	38936494
chr21	38936515
chr21	38936525
chr21	38936538
chr21	38936543
chr21	38936546
chr21	38936606
chr21	38936651
chr21	38964251
chr21	38964306
chr21	38965779
chr21	38965787
chr21	38965803
chr21	38969571
chr21	38969582
chr21	38969616
chr21	38969623
chr21	38969632
chr21	38969660
chr21	38969672
chr21	38969676
chr21	38978532
chr21	38978542
chr21	38978597
chr21	39018880
chr21	39018892
chr21	39018946
chr21	39018997
chr21	39019012
chr21	39019036
chr21	39019042
chr21	39019059
chr21	39019066
chr21	39040110
chr21	39057706
chr21	39057722
chr21	39057755
chr21	39057759
chr21	39057811
chr21	39057840
chr21	39086792
chr21	39086819
chr21	39200589
chr21	39200620
chr21	39200676
chr21	39200704
chr21	39228497
chr21	39228727
chr21	39250964
chr21	39269094
chr21	39269110
chr21	39269179
chr21	39285844
chr21	39285850
chr21	39285860
chr21	39285897
chr21	39285907
chr21	39286905
chr21	39286927
chr21	39286940
chr21	39286972
chr21	39287049
chr21	39287121
chr21	39287133
chr21	39288471
chr21	39288490
chr21	39288494
chr21	39288496
chr21	39288513
chr21	39288533
chr21	39288541
chr21	39288543
chr21	39288545
chr21	39288559
chr21	39288626
chr21	39288651
chr21	39288661
chr21	39288673
chr21	39288705
chr21	39288720
chr21	39288729
chr21	39288733
chr21	39288738
chr21	39288741
chr21	39288743
chr21	39288749
chr21	39288760
chr21	39288769
chr21	39288772
chr21	39288774
chr21	39288791
chr21	39288798
chr21	39289057
chr21	39289065
chr21	39289087
chr21	39289094
chr21	39289128
chr21	39334792
chr21	39334812
chr21	39334840
chr21	39334849
chr21	39334856
chr21	39334901
chr21	39335796
chr21	39335841
chr21	39335868
chr21	39335972
chr21	39337880
chr21	39344026
chr21	39348673
chr21	39348682
chr21	39348699
chr21	39348716
chr21	39348727
chr21	39348747
chr21	39348805
chr21	39348815
chr21	39348821
chr21	39403180
chr21	39403192
chr21	39403206
chr21	39403213
chr21	39403217
chr21	39403222
chr21	39403260
chr21	39403262
chr21	39403265
chr21	39403266
chr21	39403314
chr21	39429202
chr21	39429218
chr21	39450623
chr21	39450803
chr21	39450833
chr21	39450850
chr21	39450857
chr21	39491397
chr21	39491431
chr21	39491438
chr21	39491442
chr21	39491447
chr21	39491491
chr21	39500119
chr21	39500169
chr21	39598074
chr21	39631669
chr21	39631670
chr21	39673515
chr21	39676848
chr21	39676873
chr21	39676917
chr21	39676927
chr21	39685248
chr21	39685312
chr21	39685318
chr21	39685372
chr21	39686754
chr21	39690985
chr21	39690991
chr21	39691079
chr21	39783482
chr21	39783510
chr21	39783554
chr21	39798472
chr21	39798476
chr21	39798514
chr21	39813857
chr21	39813892
chr21	39813919
chr21	39813958
chr21	39814242
chr21	39814272
chr21	39814952
chr21	39814966
chr21	39814977
chr21	39815010
chr21	39815022
chr21	39815026
chr21	39815354
chr21	39867541
chr21	39867542
chr21	39867721
chr21	39879368
chr21	39880984
chr21	39915959
chr21	39916069
chr21	39916076
chr21	39951966
chr21	39951991
chr21	39951996
chr21	39952024
chr21	39952036
chr21	39952040
chr21	39955553
chr21	39955561
chr21	39955698
chr21	39959471
chr21	39959482
chr21	39959496
chr21	39959516
chr21	39959527
chr21	39959532
chr21	39959556
chr21	39959565
chr21	39959568
chr21	39959572
chr21	39975894
chr21	39975898
chr21	39975900
chr21	39975910
chr21	39975938
chr21	39975943
chr21	39975947
chr21	39975968
chr21	39975988
chr21	39975999
chr21	39976045
chr21	39976049
chr21	39976070
chr21	39976094
chr21	40008330
chr21	40032913
chr21	40032944
chr21	40032972
chr21	40032992
chr21	40033518
chr21	40033545
chr21	40033553
chr21	40033555
chr21	40033562
chr21	40033566
chr21	40033588
chr21	40033591
chr21	40033614
chr21	40033621
chr21	40033626
chr21	40033630
chr21	40033635
chr21	40086956
chr21	40086982
chr21	40089069
chr21	40089072
chr21	40089143
chr21	40089261
chr21	40102361
chr21	40105784
chr21	40105870
chr21	40105886
chr21	40106119
chr21	40106126
chr21	40106142
chr21	40106152
chr21	40106165
chr21	40106180
chr21	40106232
chr21	40116391
chr21	40116426
chr21	40116476
chr21	40116484
chr21	40116492
chr21	40116514
chr21	40116522
chr21	40116541
chr21	40116546
chr21	40116646
chr21	40116657
chr21	40116677
chr21	40116707
chr21	40116751
chr21	40124070
chr21	40124167
chr21	40140395
chr21	40140451
chr21	40146763
chr21	40146771
chr21	40146921
chr21	40159493
chr21	40159531
chr21	40159556
chr21	40159585
chr21	40168808
chr21	40168959
chr21	40168977
chr21	40177189
chr21	40177205
chr21	40177206
chr21	40177279
chr21	40177311
chr21	40177565
chr21	40177756
chr21	40177779
chr21	40177783
chr21	40177819
chr21	40177832
chr21	40177834
chr21	40177837
chr21	40177839
chr21	40177848
chr21	40177853
chr21	40196367
chr21	40196389
chr21	40196415
chr21	40196427
chr21	40196476
chr21	40199052
chr21	40199064
chr21	40199065
chr21	40199186
chr21	40208410
chr21	40208414
chr21	40208416
chr21	40208443
chr21	40208454
chr21	40208463
chr21	40208470
chr21	40286783
chr21	40286787
chr21	40286829
chr21	40291769
chr21	40291777
chr21	40304460
chr21	40316413
chr21	40316487
chr21	40316525
chr21	40316534
chr21	40316550
chr21	40316903
chr21	40316920
chr21	40316938
chr21	40317004
chr21	40317024
chr21	40333399
chr21	40333403
chr21	40333413
chr21	40333457
chr21	40333474
chr21	40366939
chr21	40367089
chr21	40367487
chr21	40367502
chr21	40367551
chr21	40374606
chr21	40374719
chr21	40374751
chr21	40385876
chr21	40385921
chr21	40385965
chr21	40385977
chr21	40385981
chr21	40393940
chr21	40394039
chr21	40394065
chr21	40394077
chr21	40394086
chr21	40394103
chr21	40394115
chr21	40394900
chr21	40395066
chr21	40455504
chr21	40455576
chr21	40458677
chr21	40458712
chr21	40458767
chr21	40458833
chr21	40459560
chr21	40466957
chr21	40466968
chr21	40467185
chr21	40485751
chr21	40485793
chr21	40485809
chr21	40485943
chr21	40510592
chr21	40510690
chr21	40510695
chr21	40510699
chr21	40510711
chr21	40510738
chr21	40510743
chr21	40510747
chr21	40510754
chr21	40510768
chr21	40510788
chr21	40510799
chr21	40542408
chr21	40542416
chr21	40542438
chr21	40542516
chr21	40555185
chr21	40555187
chr21	40555200
chr21	40555216
chr21	40555220
chr21	40555230
chr21	40555252
chr21	40555269
chr21	40555274
chr21	40555277
chr21	40555294
chr21	40555301
chr21	40555307
chr21	40555316
chr21	40555321
chr21	40555327
chr21	40631426
chr21	40631476
chr21	40631503
chr21	40631504
chr21	40631508
chr21	40644082
chr21	40644086
chr21	40644088
chr21	40644098
chr21	40644126
chr21	40644129
chr21	40644131
chr21	40644142
chr21	40653612
chr21	40653662
chr21	40658502
chr21	40658534
chr21	40658676
chr21	40658683
chr21	40658692
chr21	40658720
chr21	40658732
chr21	40658736
chr21	40661672
chr21	40661678
chr21	40661688
chr21	40661710
chr21	40661716
chr21	40661721
chr21	40661725
chr21	40661746
chr21	40661766
chr21	40661777
chr21	40667315
chr21	40667335
chr21	40667349
chr21	40667356
chr21	40667365
chr21	40667369
chr21	40667393
chr21	40667403
chr21	40667405
chr21	40667409
chr21	40681472
chr21	40681476
chr21	40681478
chr21	40681488
chr21	40681525
chr21	40681546
chr21	40681577
chr21	40684752
chr21	40684776
chr21	40684794
chr21	40684819
chr21	40684839
chr21	40684844
chr21	40684850
chr21	40684866
chr21	40685704
chr21	40685712
chr21	40685729
chr21	40685731
chr21	40685749
chr21	40685752
chr21	40685760
chr21	40685779
chr21	40685781
chr21	40692989
chr21	40693097
chr21	40693137
chr21	40704429
chr21	40704438
chr21	40704544
chr21	40704568
chr21	40704598
chr21	40707656
chr21	40707676
chr21	40707690
chr21	40707706
chr21	40707734
chr21	40707750
chr21	40712007
chr21	40712032
chr21	40712037
chr21	40712041
chr21	40712062
chr21	40737466
chr21	40737631
chr21	40738311
chr21	40744997
chr21	40745028
chr21	40745048
chr21	40745052
chr21	40745085
chr21	40745092
chr21	40745095
chr21	40745097
chr21	40745101
chr21	40752323
chr21	40752325
chr21	40752329
chr21	40752340
chr21	40752362
chr21	40752397
chr21	40752413
chr21	40752442
chr21	40752503
chr21	40752514
chr21	40752522
chr21	40752536
chr21	40767417
chr21	40768188
chr21	40768194
chr21	40768232
chr21	40768237
chr21	40768262
chr21	40768270
chr21	40768378
chr21	40768408
chr21	40768410
chr21	40768440
chr21	40768505
chr21	40768527
chr21	40775102
chr21	40775159
chr21	40775202
chr21	40775276
chr21	40775284
chr21	40775316
chr21	40775322
chr21	40775339
chr21	40775346
chr21	40775443
chr21	40775453
chr21	40775473
chr21	40775491
chr21	40775495
chr21	40775500
chr21	40775529
chr21	40775535
chr21	40775891
chr21	40775915
chr21	40775952
chr21	40775974
chr21	40785990
chr21	40786043
chr21	40786070
chr21	40786084
chr21	40786097
chr21	40822346
chr21	40822368
chr21	40884307
chr21	40889888
chr21	40889908
chr21	40889967
chr21	40890019
chr21	40891315
chr21	40891334
chr21	40900168
chr21	40900234
chr21	40900284
chr21	40900361
chr21	40900367
chr21	40900433
chr21	40900549
chr21	40900589
chr21	40900607
chr21	40913181
chr21	40913305
chr21	40913312
chr21	40913333
chr21	40913367
chr21	40913428
chr21	40930720
chr21	40930733
chr21	40930767
chr21	40938250
chr21	40938272
chr21	40938285
chr21	40938318
chr21	40938350
chr21	40938360
chr21	40938553
chr21	40938570
chr21	40951996
chr21	40952026
chr21	40952031
chr21	40952055
chr21	40978890
chr21	40979041
chr21	40983352
chr21	40983370
chr21	40983410
chr21	40984286
chr21	40984295
chr21	40984309
chr21	40984334
chr21	40984342
chr21	40984355
chr21	40984362
chr21	40984447
chr21	40984453
chr21	40984465
chr21	41019514
chr21	41019555
chr21	41019571
chr21	41021308
chr21	41109513
chr21	41135500
chr21	41169507
chr21	41169529
chr21	41169569
chr21	41192986
chr21	41192990
chr21	41192995
chr21	41193035
chr21	41193039
chr21	41213367
chr21	41213427
chr21	41213440
chr21	41213564
chr21	41216588
chr21	41216647
chr21	41216708
chr21	41216885
chr21	41238470
chr21	41238517
chr21	41252611
chr21	41252631
chr21	41254352
chr21	41257706
chr21	41257778
chr21	41257851
chr21	41277116
chr21	41277238
chr21	41281590
chr21	41281593
chr21	41281610
chr21	41281751
chr21	41281782
chr21	41281798
chr21	41281814
chr21	41296668
chr21	41296737
chr21	41342107
chr21	41376856
chr21	41376862
chr21	41376900
chr21	41376905
chr21	41376909
chr21	41376916
chr21	41376961
chr21	41376990
chr21	41377002
chr21	41377006
chr21	41413438
chr21	41413508
chr21	41413513
chr21	41413597
chr21	41421881
chr21	41421955
chr21	41435458
chr21	41435616
chr21	41444631
chr21	41444798
chr21	41449124
chr21	41449131
chr21	41455039
chr21	41455078
chr21	41460144
chr21	41460160
chr21	41508701
chr21	41513467
chr21	41513499
chr21	41526339
chr21	41526478
chr21	41577338
chr21	41577444
chr21	41654236
chr21	41654240
chr21	41654242
chr21	41654252
chr21	41654280
chr21	41654285
chr21	41654296
chr21	41654310
chr21	41654330
chr21	41654341
chr21	41663141
chr21	41676478
chr21	41676587
chr21	41687047
chr21	41687063
chr21	41687123
chr21	41726583
chr21	41726592
chr21	41726603
chr21	41726644
chr21	41726648
chr21	41726668
chr21	41726724
chr21	41726732
chr21	41741948
chr21	41752712
chr21	41752716
chr21	41752718
chr21	41752726
chr21	41752728
chr21	41752756
chr21	41752761
chr21	41752765
chr21	41752786
chr21	41752806
chr21	41752817
chr21	41755179
chr21	41755353
chr21	41774187
chr21	41774232
chr21	41774243
chr21	41774278
chr21	41774288
chr21	41774292
chr21	41802685
chr21	41802691
chr21	41802692
chr21	41802755
chr21	41802756
chr21	41802761
chr21	41802762
chr21	41802764
chr21	41802765
chr21	41802790
chr21	41802810
chr21	41803955
chr21	41803983
chr21	41804072
chr21	41804078
chr21	41805007
chr21	41805023
chr21	41805067
chr21	41805101
chr21	41814510
chr21	41814516
chr21	41814596
chr21	41814600
chr21	41814628
chr21	41814648
chr21	41814838
chr21	41847497
chr21	41847501
chr21	41847525
chr21	41853223
chr21	41853243
chr21	41853285
chr21	41853309
chr21	41853842
chr21	41853851
chr21	41853852
chr21	41853897
chr21	41853898
chr21	41853902
chr21	41853903
chr21	41853905
chr21	41853906
chr21	41853981
chr21	41873622
chr21	41873738
chr21	41883640
chr21	41883644
chr21	41883646
chr21	41883656
chr21	41883684
chr21	41883689
chr21	41883714
chr21	41883745
chr21	41888580
chr21	41888608
chr21	41888660
chr21	41892457
chr21	41892463
chr21	41892501
chr21	41892506
chr21	41892517
chr21	41892531
chr21	41903199
chr21	41903244
chr21	41903334
chr21	41903426
chr21	41903457
chr21	41908352
chr21	41908360
chr21	41908390
chr21	41908398
chr21	41908415
chr21	41908422
chr21	41908569
chr21	41908576
chr21	41908580
chr21	41908613
chr21	41908629
chr21	41911099
chr21	41911116
chr21	41911157
chr21	41911159
chr21	41911169
chr21	41911202
chr21	41911206
chr21	41911213
chr21	41911243
chr21	41911246
chr21	41911249
chr21	41919306
chr21	41919307
chr21	41919314
chr21	41919348
chr21	41931107
chr21	41931113
chr21	41931156
chr21	41931167
chr21	41931201
chr21	41931212
chr21	41949419
chr21	41949424
chr21	41949425
chr21	41949437
chr21	41949438
chr21	41949447
chr21	41949448
chr21	41949502
chr21	41949503
chr21	41949541
chr21	42008763
chr21	42008784
chr21	42046748
chr21	42046759
chr21	42046796
chr21	42046839
chr21	42046841
chr21	42046845
chr21	42048828
chr21	42048848
chr21	42048868
chr21	42048873
chr21	42048987
chr21	42060135
chr21	42060219
chr21	42060256
chr21	42077832
chr21	42077838
chr21	42077872
chr21	42077888
chr21	42103855
chr21	42103863
chr21	42130367
chr21	42130374
chr21	42130391
chr21	42130421
chr21	42161583
chr21	42161639
chr21	42161672
chr21	42161683
chr21	42161703
chr21	42161717
chr21	42161724
chr21	42161733
chr21	42161761
chr21	42161771
chr21	42161777
chr21	42190063
chr21	42190087
chr21	42190107
chr21	42190194
chr21	42190210
chr21	42190238
chr21	42190243
chr21	42190254
chr21	42205986
chr21	42206100
chr21	42206105
chr21	42206109
chr21	42206116
chr21	42206161
chr21	42209519
chr21	42209629
chr21	42209630
chr21	42209679
chr21	42218345
chr21	42218414
chr21	42218437
chr21	42218490
chr21	42218498
chr21	42218516
chr21	42218533
chr21	42218549
chr21	42218551
chr21	42218596
chr21	42219193
chr21	42219202
chr21	42219203
chr21	42219211
chr21	42219212
chr21	42219221
chr21	42219222
chr21	42219300
chr21	42255511
chr21	42255535
chr21	42255537
chr21	42255693
chr21	42256421
chr21	42256427
chr21	42256465
chr21	42256470
chr21	42256489
chr21	42277248
chr21	42277314
chr21	42286918
chr21	42286940
chr21	42286995
chr21	42287174
chr21	42368495
chr21	42368501
chr21	42368511
chr21	42386472
chr21	42386591
chr21	42426473
chr21	42433678
chr21	42433681
chr21	42433764
chr21	42438650
chr21	42438656
chr21	42438684
chr21	42438725
chr21	42447676
chr21	42479971
chr21	42480136
chr21	42480159
chr21	42483895
chr21	42483980
chr21	42488188
chr21	42488211
chr21	42488241
chr21	42499923
chr21	42499946
chr21	42499983
chr21	42531753
chr21	42531782
chr21	42531810
chr21	42541080
chr21	42541091
chr21	42541095
chr21	42541108
chr21	42541134
chr21	42541142
chr21	42544889
chr21	42545060
chr21	42576220
chr21	42576260
chr21	42576264
chr21	42584926
chr21	42585625
chr21	42585655
chr21	42585657
chr21	42585687
chr21	42585695
chr21	42595871
chr21	42595912
chr21	42614392
chr21	42614403
chr21	42621664
chr21	42621666
chr21	42621726
chr21	42645306
chr21	42645313
chr21	42645412
chr21	42645461
chr21	42645465
chr21	42646740
chr21	42647330
chr21	42647372
chr21	42647387
chr21	42647416
chr21	42647426
chr21	42647456
chr21	42647473
chr21	42647477
chr21	42647478
chr21	42647486
chr21	42647489
chr21	42647495
chr21	42647509
chr21	42647540
chr21	42665011
chr21	42665047
chr21	42721825
chr21	42721843
chr21	42722039
chr21	42722058
chr21	42722066
chr21	42722069
chr21	42722090
chr21	42722167
chr21	42722739
chr21	42722860
chr21	42722863
chr21	42722888
chr21	42731464
chr21	42748864
chr21	42748888
chr21	42748934
chr21	42748941
chr21	42751491
chr21	42751530
chr21	42754754
chr21	42754795
chr21	42754925
chr21	42760135
chr21	42760219
chr21	42760232
chr21	42760251
chr21	42764753
chr21	42764802
chr21	42764806
chr21	42764829
chr21	42764849
chr21	42768827
chr21	42791430
chr21	42791436
chr21	42791474
chr21	42791479
chr21	42801759
chr21	42801791
chr21	42801820
chr21	42801882
chr21	42813612
chr21	42813638
chr21	42817308
chr21	42817453
chr21	42817461
chr21	42820454
chr21	42820460
chr21	42820470
chr21	42820498
chr21	42820548
chr21	42820559
chr21	42823102
chr21	42823124
chr21	42823164
chr21	42823326
chr21	42824143
chr21	42824226
chr21	42824276
chr21	42832008
chr21	42841548
chr21	42841583
chr21	42855518
chr21	42855640
chr21	42862893
chr21	42862928
chr21	42863059
chr21	42863127
chr21	42866301
chr21	42866320
chr21	42866328
chr21	42866331
chr21	42866347
chr21	42866359
chr21	42866364
chr21	42866376
chr21	42866383
chr21	42868876
chr21	42868889
chr21	42868893
chr21	42868929
chr21	42873072
chr21	42879468
chr21	42879479
chr21	42879544
chr21	42896348
chr21	42896352
chr21	42896353
chr21	42896455
chr21	42896456
chr21	42896463
chr21	42896475
chr21	42896503
chr21	42896519
chr21	42896533
chr21	42896595
chr21	42896606
chr21	42896610
chr21	42896630
chr21	42896669
chr21	42896686
chr21	42896732
chr21	42919630
chr21	42919683
chr21	42919692
chr21	42922623
chr21	42922631
chr21	42922634
chr21	42922668
chr21	42922684
chr21	42922722
chr21	42922728
chr21	42925086
chr21	42932853
chr21	42933028
chr21	42933816
chr21	42933872
chr21	42933896
chr21	42933914
chr21	42934047
chr21	42934054
chr21	42934062
chr21	42937863
chr21	42937870
chr21	42937876
chr21	42937999
chr21	42945224
chr21	42945231
chr21	42945281
chr21	42945295
chr21	42945343
chr21	42945372
chr21	43010811
chr21	43010855
chr21	43010860
chr21	43010871
chr21	43016546
chr21	43018741
chr21	43018829
chr21	43024081
chr21	43024129
chr21	43024252
chr21	43024309
chr21	43024316
chr21	43026433
chr21	43026441
chr21	43026469
chr21	43026507
chr21	43026525
chr21	43026535
chr21	43026537
chr21	43026542
chr21	43026581
chr21	43042021
chr21	43042044
chr21	43042056
chr21	43042081
chr21	43042110
chr21	43046152
chr21	43089012
chr21	43089032
chr21	43089082
chr21	43090597
chr21	43090614
chr21	43090626
chr21	43090730
chr21	43090739
chr21	43092305
chr21	43092306
chr21	43107442
chr21	43107462
chr21	43122840
chr21	43122898
chr21	43132896
chr21	43132964
chr21	43132965
chr21	43133022
chr21	43133032
chr21	43133122
chr21	43133139
chr21	43133156
chr21	43133335
chr21	43146284
chr21	43146308
chr21	43146566
chr21	43146774
chr21	43146804
chr21	43146821
chr21	43146822
chr21	43146862
chr21	43146990
chr21	43146995
chr21	43146998
chr21	43147040
chr21	43147079
chr21	43147096
chr21	43147141
